-9.000000000000000000e+01	2.904632161757610409e-01
-8.990000000000000568e+01	2.869528531904422808e-01
-8.980000000000001137e+01	2.834424902051234652e-01
-8.970000000000001705e+01	2.799321272198047050e-01
-8.960000000000002274e+01	2.764217642344858894e-01
-8.950000000000002842e+01	2.729114012491671293e-01
-8.940000000000003411e+01	2.694010382638483692e-01
-8.930000000000003979e+01	2.658906752785295535e-01
-8.920000000000004547e+01	2.623803122932107934e-01
-8.910000000000005116e+01	2.588699493078919778e-01
-8.900000000000005684e+01	2.553595863225732177e-01
-8.890000000000006253e+01	2.518492233372544020e-01
-8.880000000000006821e+01	2.483388603519356419e-01
-8.870000000000007390e+01	2.448284973666168540e-01
-8.860000000000007958e+01	2.413181343812980661e-01
-8.850000000000008527e+01	2.378077713959792783e-01
-8.840000000000009095e+01	2.342974084106604904e-01
-8.830000000000009663e+01	2.307870454253417303e-01
-8.820000000000010232e+01	2.272766824400229424e-01
-8.810000000000010800e+01	2.237663194547041545e-01
-8.800000000000011369e+01	2.202559564693853666e-01
-8.790000000000011937e+01	2.167455934840665788e-01
-8.780000000000012506e+01	2.132352304987477909e-01
-8.770000000000013074e+01	2.097248675134290030e-01
-8.760000000000013642e+01	2.062145045281102429e-01
-8.750000000000014211e+01	2.027041415427914550e-01
-8.740000000000014779e+01	1.991937785574726671e-01
-8.730000000000015348e+01	1.956834155721538793e-01
-8.720000000000015916e+01	1.921730525868350914e-01
-8.710000000000016485e+01	1.886626896015163035e-01
-8.700000000000017053e+01	1.851523266161975712e-01
-8.690000000000017621e+01	1.816419636308787833e-01
-8.680000000000018190e+01	1.781316006455599954e-01
-8.670000000000018758e+01	1.746212376602412075e-01
-8.660000000000019327e+01	1.711108746749224196e-01
-8.650000000000019895e+01	1.676005116896036318e-01
-8.640000000000020464e+01	1.640901487042848439e-01
-8.630000000000021032e+01	1.605797857189660838e-01
-8.620000000000021600e+01	1.570694227336472959e-01
-8.610000000000022169e+01	1.535590597483285080e-01
-8.600000000000022737e+01	1.500486967630097201e-01
-8.590000000000023306e+01	1.465383337776909323e-01
-8.580000000000023874e+01	1.430279707923721444e-01
-8.570000000000024443e+01	1.395176078070533843e-01
-8.560000000000025011e+01	1.360072448217345964e-01
-8.550000000000025580e+01	1.324968818364158085e-01
-8.540000000000026148e+01	1.289865188510970206e-01
-8.530000000000026716e+01	1.254761558657782605e-01
-8.520000000000027285e+01	1.219657928804594726e-01
-8.510000000000027853e+01	1.184554298951406986e-01
-8.500000000000028422e+01	1.149450669098219108e-01
-8.490000000000028990e+01	1.114347039245031368e-01
-8.480000000000029559e+01	1.079243409391843628e-01
-8.470000000000030127e+01	1.044139779538655749e-01
-8.460000000000030695e+01	1.009036149685468009e-01
-8.450000000000031264e+01	9.739325198322802690e-02
-8.440000000000031832e+01	9.388288899790925290e-02
-8.430000000000032401e+01	9.037252601259046503e-02
-8.420000000000032969e+01	8.686216302727170491e-02
-8.410000000000033538e+01	8.335180004195291703e-02
-8.400000000000034106e+01	7.984143705663414303e-02
-8.390000000000034674e+01	7.633107407131538291e-02
-8.380000000000035243e+01	7.282071108599660891e-02
